ID,0007AC2B02,0007CB0942,0007CB44CE,0007CB7051,0007CD6778,0007CD765E,0007CD77C5,0007CDADED,0007CDC443,0007CDDBAF
0007AC2B02,0,59.3076340125,55.3660272902439,51.4315663011765,50.63441433,12.2508631882353,53.4021410080645,62.390205525,41.8304619461538,40.8491890575758
0007CB0942,59.3076340125,0,31.7056064259259,56.8619484625,61.6740424380952,0,48.894714528,15.744962416,49.2596926076923,56.7519445125
0007CB44CE,55.3660272902439,31.7056064259259,0,49.9882666736842,24.6143994,61.6084068166667,50.9794043912281,57.6113954384615,50.186466297619,47.11257368
0007CB7051,51.4315663011765,56.8619484625,49.9882666736842,0,58.9258559714286,64.8716361666667,60.8794424793103,64.001764925,62.984925795,27.690805053012
0007CD6778,50.63441433,61.6740424380952,24.6143994,58.9258559714286,0,0,52.3882020529412,60.5185589,14.7837701836066,43.6058251466667
0007CD765E,12.2508631882353,0,61.6084068166667,64.8716361666667,0,0,47.7384468909091,0,38.0033377666667,32.5920554
0007CD77C5,53.4021410080645,48.894714528,50.9794043912281,60.8794424793103,52.3882020529412,47.7384468909091,0,51.6161754525,57.9846532882353,53.0872083076923
0007CDADED,62.390205525,15.744962416,57.6113954384615,64.001764925,60.5185589,0,51.6161754525,0,31.3244968818182,38.4096764882353
0007CDC443,41.8304619461538,49.2596926076923,50.186466297619,62.984925795,14.7837701836066,38.0033377666667,57.9846532882353,31.3244968818182,0,10.4402008044776
0007CDDBAF,40.8491890575758,56.7519445125,47.11257368,27.690805053012,43.6058251466667,32.5920554,53.0872083076923,38.4096764882353,10.4402008044776,0
