ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,49,40,36,44,74,26,152,19,88
0007CB0B74,49,0,182,94,53,23,45,32,49,76
0007CB0DBC,40,182,0,130,78,190,68,157,207,226
0007CB2407,36,94,130,0,23,28,58,17,72,152
0007F2B3FF,44,53,78,23,0,128,9,99,52,44
0007F2B59E,74,23,190,28,128,0,51,116,39,145
0007F2B8A2,26,45,68,58,9,51,0,23,20,106
0007F2B9FC,152,32,157,17,99,116,23,0,55,194
0007F2E37E,19,49,207,72,52,39,20,55,0,182
0007F2E3D4,88,76,226,152,44,145,106,194,182,0
